listing_id,bedrooms,bathrooms,accommodates,room_type,neighborhood,description,price
listing1246,4,3,9,Private room,Downtown,Parking available nearby. five-star concierge service. private rooftop access.,313.21
listing1247,3,2,4,Entire home/apt,Uptown,Reliable wifi. great for a short stay. comfortable and clean.,208.46
listing1248,4,3,5,Private room,Uptown,Close to public transit. no frills stay. basic amenities.,159.16
listing1249,1,3,2,Entire home/apt,Downtown,Reliable wifi. parking available nearby. standard kitchen and bath. great for a short stay. convenient location.,213.47
listing1250,1,3,2,Entire home/apt,Waterfront,Easy check-in process. a bit dated but functional. basic amenities.,202.04
listing1251,3,3,7,Private room,Uptown,Comfortable and clean. standard kitchen and bath. great for a short stay. close to public transit.,168.34
listing1252,1,2,2,Shared room,Suburb,Shared bathroom down the hall. parking available nearby. a bit dated but functional. basic amenities. easy check-in process.,40.8
listing1253,2,2,3,Private room,Downtown,Comfortable and clean. reliable wifi. easy check-in process. great for a short stay.,158.17
listing1254,4,2,5,Entire home/apt,Uptown,High-end appliances. modern finishes throughout. great for a short stay.,291.17
listing1255,1,1,2,Entire home/apt,Downtown,Well maintained. convenient location. reliable wifi. easy check-in process.,184.76
listing1256,4,2,5,Shared room,Uptown,"Quiet street. a bit dated but functional. shared bathroom down the hall. thin walls, budget option.",143.6
listing1257,1,2,2,Shared room,Downtown,Standard kitchen and bath. well maintained. reliable wifi. close to public transit. responsive host.,109.76
listing1258,1,2,3,Entire home/apt,Downtown,Spacious and bright. recently renovated. parking available nearby.,266.29
listing1259,3,2,4,Private room,Waterfront,Well maintained. close to public transit. reliable wifi. great for a short stay. convenient location.,180.52
listing1260,4,2,5,Entire home/apt,Downtown,"Great for a short stay. thin walls, budget option. no frills stay. basic amenities.",245.91
listing1261,1,2,2,Entire home/apt,Downtown,Reliable wifi. well maintained. great for a short stay. parking available nearby. convenient location.,200.28
listing1262,2,1,5,Entire home/apt,Suburb,Comfortable and clean. well maintained. responsive host. convenient location.,172.07
listing1263,5,2,11,Entire home/apt,Downtown,Quiet street. close to public transit. well maintained. comfortable and clean. reliable wifi.,316.59
listing1264,5,2,11,Entire home/apt,Waterfront,No frills stay. quiet street. shared bathroom down the hall. easy check-in process. a bit dated but functional.,285.41
listing1265,3,3,7,Private room,Uptown,Five-star concierge service. quiet street. marble bathroom and premium linens. designer furnished.,240.06
listing1266,3,2,7,Entire home/apt,Downtown,Basic amenities. shared bathroom down the hall. close to public transit. great for a short stay.,190.25
listing1267,2,2,5,Entire home/apt,Uptown,Shared bathroom down the hall. a bit dated but functional. close to public transit.,196.27
listing1268,4,1,5,Entire home/apt,Downtown,"No frills stay. shared bathroom down the hall. quiet street. thin walls, budget option.",241.76
listing1269,3,1,7,Entire home/apt,Waterfront,Well maintained. quiet street. great for a short stay. convenient location. reliable wifi.,279.65
listing1270,2,2,3,Entire home/apt,Downtown,Great for a short stay. standard kitchen and bath. close to public transit. convenient location.,222.79
listing1271,1,2,2,Private room,Downtown,"Basic amenities. thin walls, budget option. parking available nearby. no frills stay.",90.49
listing1272,1,2,3,Entire home/apt,Uptown,Great for a short stay. reliable wifi. well maintained. standard kitchen and bath.,179.96
listing1273,5,2,6,Private room,Suburb,Responsive host. spacious and bright. modern finishes throughout.,219.14
listing1274,3,3,4,Shared room,Suburb,Quiet street. easy check-in process. convenient location. comfortable and clean.,107.92
listing1275,3,1,7,Entire home/apt,Suburb,Five-star concierge service. close to public transit. stunning skyline view.,311.78
listing1276,3,1,4,Shared room,Waterfront,Standard kitchen and bath. convenient location. responsive host. comfortable and clean.,181.87
listing1277,4,1,5,Shared room,Waterfront,"Parking available nearby. a bit dated but functional. quiet street. thin walls, budget option. no frills stay.",152.74
listing1278,1,1,3,Private room,Uptown,Private rooftop access. parking available nearby. marble bathroom and premium linens. five-star concierge service.,199.87
listing1279,1,3,3,Private room,Suburb,Modern finishes throughout. spacious and bright. quiet street. walk to great restaurants. responsive host.,129.46
listing1280,2,1,3,Private room,Uptown,Close to public transit. great for a short stay. standard kitchen and bath. comfortable and clean.,146.56
listing1281,3,2,7,Private room,Uptown,High-end appliances. great for a short stay. spacious and bright. responsive host. walk to great restaurants.,212.92
listing1282,4,1,9,Private room,Waterfront,Convenient location. parking available nearby. easy check-in process. standard kitchen and bath.,214.53
listing1283,3,3,4,Entire home/apt,Uptown,Convenient location. standard kitchen and bath. well maintained. close to public transit.,240.77
listing1284,3,3,4,Shared room,Downtown,Recently renovated. walk to great restaurants. great for a short stay. modern finishes throughout.,197.97
listing1285,5,1,6,Private room,Uptown,Spacious and bright. recently renovated. quiet street.,235.76
listing1286,1,1,2,Private room,Uptown,Comfortable and clean. well maintained. convenient location. parking available nearby.,88.69
listing1287,3,1,4,Entire home/apt,Suburb,Standard kitchen and bath. close to public transit. easy check-in process. comfortable and clean.,203.05
listing1288,3,2,4,Entire home/apt,Uptown,Comfortable and clean. quiet street. well maintained.,223.75
listing1289,3,3,4,Entire home/apt,Suburb,Responsive host. basic amenities. shared bathroom down the hall.,193.91
listing1290,5,2,6,Entire home/apt,Uptown,Quiet street. five-star concierge service. stunning skyline view. private rooftop access.,356.59
listing1291,2,3,3,Entire home/apt,Suburb,Reliable wifi. comfortable and clean. easy check-in process. close to public transit. standard kitchen and bath.,186.37
listing1292,5,2,6,Entire home/apt,Downtown,Standard kitchen and bath. convenient location. responsive host.,274.45
listing1293,2,1,3,Entire home/apt,Suburb,Comfortable and clean. well maintained. great for a short stay.,177.12
listing1294,3,2,4,Entire home/apt,Uptown,Reliable wifi. standard kitchen and bath. close to public transit. comfortable and clean. parking available nearby.,214.49
listing1295,3,1,7,Entire home/apt,Downtown,Great for a short stay. parking available nearby. standard kitchen and bath. convenient location. reliable wifi.,241.16
listing1296,5,3,6,Shared room,Downtown,Designer furnished. stunning skyline view. great for a short stay. private rooftop access.,299.01
listing1297,3,1,7,Entire home/apt,Downtown,Well maintained. easy check-in process. standard kitchen and bath. responsive host.,248.45
listing1298,2,2,5,Entire home/apt,Uptown,Great for a short stay. modern finishes throughout. high-end appliances. spacious and bright.,230.53
listing1299,1,2,3,Entire home/apt,Waterfront,Great for a short stay. close to public transit. well maintained. comfortable and clean.,212.23
listing1300,2,1,5,Entire home/apt,Suburb,Quiet street. responsive host. convenient location. well maintained.,185.54
listing1301,5,2,6,Entire home/apt,Waterfront,"A bit dated but functional. parking available nearby. thin walls, budget option. basic amenities.",264.46
listing1302,1,2,3,Private room,Uptown,Parking available nearby. well maintained. close to public transit. standard kitchen and bath.,117.3
listing1303,5,1,6,Shared room,Uptown,"Thin walls, budget option. a bit dated but functional. quiet street. shared bathroom down the hall.",140.95
listing1304,3,1,4,Entire home/apt,Suburb,Close to public transit. spacious and bright. modern finishes throughout.,228.49
listing1305,1,1,2,Private room,Suburb,Walk to great restaurants. parking available nearby. recently renovated. close to public transit.,108.63
listing1306,2,1,3,Entire home/apt,Downtown,Well maintained. standard kitchen and bath. reliable wifi. easy check-in process. close to public transit.,212.56
listing1307,3,2,4,Entire home/apt,Suburb,Quiet street. standard kitchen and bath. well maintained. convenient location.,211.93
listing1308,2,1,3,Entire home/apt,Uptown,Great for a short stay. high-end appliances. recently renovated. responsive host.,220.39
listing1309,1,3,3,Entire home/apt,Suburb,"Thin walls, budget option. quiet street. close to public transit. no frills stay.",135.51
listing1310,4,1,9,Private room,Suburb,Private rooftop access. designer furnished. stunning skyline view. responsive host.,236.42
listing1311,4,2,5,Private room,Waterfront,Reliable wifi. convenient location. close to public transit. comfortable and clean.,223.3
listing1312,1,3,3,Private room,Downtown,"Basic amenities. thin walls, budget option. quiet street. a bit dated but functional.",118.89
listing1313,2,2,3,Entire home/apt,Waterfront,"Close to public transit. basic amenities. thin walls, budget option. no frills stay. responsive host.",192.8
listing1314,2,3,3,Private room,Downtown,Five-star concierge service. easy check-in process. private rooftop access.,259.11
listing1315,4,1,9,Entire home/apt,Suburb,"Shared bathroom down the hall. a bit dated but functional. responsive host. thin walls, budget option. easy check-in process.",183.56
listing1316,4,1,9,Entire home/apt,Downtown,Spacious and bright. quiet street. close to public transit. modern finishes throughout.,300.6
listing1317,4,1,5,Entire home/apt,Waterfront,Shared bathroom down the hall. responsive host. a bit dated but functional. no frills stay. close to public transit.,219.48
listing1318,5,1,6,Private room,Suburb,"Thin walls, budget option. shared bathroom down the hall. quiet street. close to public transit. basic amenities.",126.2
listing1319,4,1,5,Shared room,Downtown,Quiet street. walk to great restaurants. modern finishes throughout.,223.29
listing1320,2,1,3,Entire home/apt,Uptown,Great for a short stay. no frills stay. shared bathroom down the hall.,154.2
listing1321,1,3,2,Private room,Waterfront,No frills stay. basic amenities. quiet street.,131.59
listing1322,4,1,9,Private room,Uptown,Well maintained. comfortable and clean. reliable wifi. close to public transit.,177.96
listing1323,5,3,11,Private room,Downtown,Walk to great restaurants. quiet street. recently renovated.,303.11
listing1324,5,3,6,Entire home/apt,Downtown,Convenient location. quiet street. easy check-in process. comfortable and clean. reliable wifi.,286.69
listing1325,2,3,5,Private room,Uptown,"Parking available nearby. a bit dated but functional. shared bathroom down the hall. thin walls, budget option. quiet street.",126.47
listing1326,2,1,3,Private room,Waterfront,Private rooftop access. marble bathroom and premium linens. close to public transit. stunning skyline view. easy check-in process.,248.63
listing1327,1,3,2,Private room,Waterfront,High-end appliances. great for a short stay. modern finishes throughout.,223.93
